"x","y"
28.0455660074949,84.9611076759174
85.9981163637713,17.2394206048921
41.1319662583992,32.8516466310248
38.5686975903809,45.1540707144886
88.4625980863348,8.97348884027451
89.9334973655641,37.5422887736931
8.71400649193674,43.5109770158306
17.9486388573423,38.437290256843
49.1993216332048,40.1603538077325
9.95995276607573,84.1348093468696
81.3302875496447,74.6165210613981
61.251137079671,19.2311320919544
48.8887344952673,74.0202804794535
44.6133893914521,31.4347055507824
18.9608839107677,19.7127042338252
87.9059866303578,18.3981897775084
77.7960095088929,23.4310268191621
98.5398941207677,22.0732813701034
16.4138932945207,44.5114057976753
46.2308403104544,97.6756406249478
70.2049740822986,36.4781348733231
23.1314997188747,35.914769070223
82.508162339218,65.831978013739
64.9404624477029,64.578720019199
63.5399387683719,29.377714288421
54.1621971875429,21.6996559407562
23.1602122541517,1.27421859651804
26.0767308529466,17.0568565139547
76.1285331798717,90.6184578314424
46.6848744079471,34.7185096470639
37.345817964524,66.3445126265287
38.483791355975,87.7997806295753
35.9184832312167,22.8886474156752
85.4193198727444,72.5898704258725
56.1649762094021,59.737112512812
56.6047145286575,6.04841557797045
8.21269431617111,29.6405879082158
90.9451548941433,40.4696974204853
91.5153973503038,8.44814348965883
90.9802644047886,59.1297353850678
19.3478320259601,34.0615520253778
34.0849671978503,37.5035986304283
9.63712462689728,85.8164534205571
89.8646731162444,66.1458964692429
81.4184054732323,82.746459892951
9.74338287487626,75.473246187903
18.9327648840845,25.4436064977199
72.3649826599285,97.8129356866702
33.8478392455727,67.8398527903482
70.1654184842482,22.8474449366331
48.379576485604,20.2282183337957
90.109526203014,43.1180014042184
55.7087748544291,4.88498918712139
40.6938295811415,32.2904237778857
53.8839848944917,40.4023219598457
80.7502319803461,72.2001602640375
56.6090597771108,23.1221725000069
32.5748960487545,73.2597623020411
93.0069796741009,61.3345793681219
78.9203531574458,86.0605634748936
6.10511309932917,0.586998951621354
32.3910655453801,61.3823271356523
91.4801147999242,71.2001272942871
75.8737852564082,59.4775871373713
37.9468513187021,35.5402516433969
81.3370917923748,46.9480865169317
42.9302733624354,40.2705409098417
2.00038026086986,15.8718365943059
79.9788375152275,14.2639948055148
6.5888466546312,49.6992748463526
24.076164001599,57.4898582883179
82.1279195835814,78.9850482018664
35.1843354525045,24.1932099219412
86.9180038105696,97.6460909936577
26.9988609943539,47.8120272513479
19.6313202613965,7.05937107559294
19.8327575577423,50.188462738879
42.4919074168429,10.1338246837258
92.6645907340571,69.6284610079601
81.9320858689025,41.8680413626134
14.9068042170256,40.8236852614209
41.100223432295,59.0402096509933
50.9836573619395,30.7199770351872
43.7959488481283,96.3485285872594
80.5711352732033,82.4111241148785
64.9546849308535,66.5942086139694
76.0616414947435,80.6942105991766
34.319443302229,23.2520415214822
26.2203108984977,5.31470431014895
7.5309926411137,82.0323778083548
81.8259471096098,33.9124117745087
55.7349529583007,62.2569594997913
28.003671229817,61.6338919382542
34.1045632492751,42.4607092048973
53.2317894278094,30.803991900757
0.947159808129072,67.6586057757959
48.2593494001776,56.6864264197648
45.3316218685359,88.4033211041242
60.8490198850632,6.88374822493643
81.177665037103,99.1095695178956
